Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,(+/-) Ganancia (pérdida),(+/-) Ajustes por gastos por impuestos a las ganancias,( + ) Ajustes por gastos de depreciación y amortización,(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo,(+) Ajustes por provisiones,(+) Ajustes por costos financieros,(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas,(+/-) Ajustes por pérdidas (ganancias) del valor razonable,(-) Ajustes por ganancias no distribuidas de asociadas,(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes,(+/-) Otros ajustes para conciliar la ganancia (pérdida),Total ajustes para conciliar la ganancia (pérdida),(+/-) Ajustes por disminuciones (incrementos) en los inventarios,(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial,(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación,(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial,(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,(+) Otros cobros por la venta de participaciones en negocios conjuntos,(-) Otros pagos para adquirir participaciones en negocios conjuntos,"(+) Importes procedentes de la venta de propiedades, planta y equipo","(-) Compras de propiedades, planta y equipo",(+) Importes procedentes de ventas de activos intangibles,(-) Compras de activos intangibles,(+) Recursos por ventas de otros activos a largo plazo,(-) Compras de otros activos a largo plazo,(-) Anticipos de efectivo y préstamos concedidos a terceros,(+) Cobros procedentes del reembolso de anticipos  y préstamos concedidos a terceros,"(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera","(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",(+) Dividendos recibidos,(+) Intereses recibidos,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,(+) Importes procedentes de aumento de capital y/o recolocación de acciones,(-) Disminución de capital social y/o readquisición de acciones,(-) Pagos por otras participaciones en el patrimonio,(+) Importe procedente del aumento prima por emisión,(-) Disminución de prima por emisión,(+) Importes procedentes de préstamos,(-) Reembolsos de préstamos,(-) Pagos de pasivos por arrendamientos financieros,(-) Dividendos pagados,(-) Intereses pagados,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,Incremento (disminución) neto de efectivo y equivalentes al efectivo,Efectivo y equivalentes al efectivo al principio del periodo,Efectivo y equivalentes al efectivo al final del periodo
179554,804006673,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,664220,,55302,,,101515,826,,,,,157643,1368370,404814,27956,-242502,102280,,2482781,,,,,,,,65102,,,,,,,,,,,1230,-63872,,,,,,874136,1537075,,407152,101515,164612,-1006994,1411915,1378,1413293,433869,1847162
179563,900010077,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1966398,57801,192512,,,,,-794785,,,,-544472,-2836105,-3021423,-69572,1780899,,-396,-2724671,,,,,,,,315288,,,,,,,,,,,,-315288,,,,,,,,,450000,,3279345,2829345,-210614,,-210614,491231,280617
179568,830068483,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-329557,,83859,,85126,,,,,,-130839,38146,,1496403,317905,-91318,-2037832,,-606253,,,,,,,,30471,,,,,,,,,,,-662372,-692843,1412061,,,,,,,,,,99794,1511855,212759,,212759,218840,431599
179596,860071072,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7724315,,40869,,,,,-3076029,,,-721356,-3756516,-7550,-3337064,-38675,318897,,,903407,,,,,,,,869516,,,,,,,,,,,333720,-535796,,,,,,214773,,,,,-191761,23012,390623,,390623,1156194,1546817
179641,891855573,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1816714,,250765,,,,,,,,53730,304495,140671,,22709,-1620622,505927,,1169894,23009,,,,,,,,,,,,,,,,,,,23009,,,,,,4,556734,,900000,,,-1456730,-263827,,-263827,1032290,768463
179652,830113477,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7622334,1792547,242430,64421,,450631,-7136,-6349158,,,-212099,-4018364,,-5206194,,1045981,8506495,-1684726,6265526,,8087089,,,,,,1204065,,,,,,,,,,,,-9291154,,,,,,390224,84491,,,,,305733,-2719895,,-2719895,4671475,1951580
179731,800146378,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-4616,,,,,,,,,,,,,-244,4860,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0
179776,802013476,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4360027,196469,,,,,,,,,,196469,,,,-6647515,,-205792,-2296811,,,,500395,,,,,,,,,,,,,,,,-500395,2760000,,,,,,,,,,,2760000,-37206,,-37206,1299891,1262685
179845,805007674,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1102568,-405022,1405544,,,,,-2188496,5267,,61904,-1131337,4911154,7262232,5390334,-5108648,-7875044,932408,5483667,,,,,,,,4870968,,532882,,423817,,,,,,,4649135,-1178532,,,,,,4334671,,,,,-9879658,-5544987,-1239852,,-1239852,1570536,330684
179852,900508373,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,314784,,,,,,,,,,,,-1397234,1075398,,-406781,-406260,,-820093,,,,,,,,36386,,,,903675,,,,,,,,-940061,,,,,,,,,,,-679915,-679915,-2440069,,-2440069,2497795,57726
179853,900375188,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,376032,,806328,,57811,,,,,,,864139,7727,-75714,,28139,10007,1,1210331,,,,,,,,27990,,,,,,,,,,,,-27990,,,,,,,,,,,,,1182341,,1182341,1698944,2881285
179854,900160972,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,222391,92060,140340,,,,,,,,-184389,48011,-686316,1227858,,67086,75543,-94865,859708,,,,,,,,674167,,,,,,,,,,,262198,-411969,,,,,,25364,501137,,,,,-475773,-28034,,-28034,45822,17788
179864,900440779,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,217043,170044,7629,,,,,,,,,177673,779862,-776129,-168208,,164884,,395125,,,,,,,,,,,,,,,,,,,,,,,,,,,10679,,69411,,,-80090,315035,,315035,35678,350713
179902,802009573,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1717125,16564,104983,,,,,,,,,121547,,,-7582,-1647664,,-27531,155895,,,,,,,,,,,,,,,,,,,,,,,,,,,22720,,,,,-22720,133175,,133175,219736,352911
180298,900520983,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,752106,,12475,,,,,,,,,12475,-43355,410903,-22374,-65722,273027,8083,1325143,,,,,,,,61481,,,,,,,,,,,,-61481,2641,,,,,,125623,,1,,639,-122344,1141318,,1141318,655003,1796321
180334,811020687,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2163338,5,,,,,,,,,-2174258,-2174253,,993,,10151,,-229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,15,15
180358,805023081,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,651036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764731,47992
180382,811039588,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6659982,780320,561081,0,0,0,-3845519,-1781131,0,151399,0,-4133850,0,0,1626765,0,-497423,158772,3814246,0,0,2027388,311089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5507293,-3790994,0,0,0,0,0,0,0,0,0,0,0,0,23252,0,23252,27638,50890
180389,815001778,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2875149,,,,,,,,,,,,-5097086,11552929,-8258493,-1514696,-5914540,3174209,-3182528,,,,,,,,1028775,,,,,,,,,,,,-1028775,,,,,,1189248,659723,511818,,23312,387179,381574,-3829729,,-3829729,8847425,5017696
180392,900387774,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,733862,,53544,0,,,,-1539040,,,-81574,-1567070,212169,144499,,854767,,-341254,36973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36973,,36973,64422,101395
180410,900730980,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3392335,,,,,,,,,,,,,1869866,,-465842,11727,,4808086,,,,,,,,,,,,,,,,,,,6182854,6182854,,,,,,,,,5000000,,-6001474,-11001474,-10534,,-10534,11062,528
180425,900557788,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-6198,-19,,,,,,,,,,-19,,,,,,,-6217,,,,,,,,,,,,,,,,,,,,,,,,,,6217,,,,,,6217,0,,0,905,905
180455,800128984,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,163290,0,352424,0,0,0,0,0,0,12439,-89552,275311,-867606,-2244386,0,1893057,1296696,7663,524025,0,0,0,0,0,0,32000,115790,0,0,0,0,0,0,0,0,0,0,-5319,-89109,0,0,0,0,0,1264778,647428,0,0,0,0,617350,1052266,0,1052266,512816,1565082
180469,890312379,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4045718,0,258044,0,0,0,0,0,0,0,0,258044,0,-281677,,-1731586,,-288604,2001895,0,0,0,0,0,0,0,505137,0,0,0,0,0,0,0,0,0,0,320832,-184305,0,0,0,0,0,0,0,0,0,0,,0,1817590,0,1817590,474906,2292496
180471,900432290,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-393023,,2876,,,,,,,,,2876,1897043,92963,640022,1218343,-756411,6772,2708585,,,,,,,,,,,,,1519211,,,,,,-1223048,-2742259,,,,,,,,,,,,,-33674,,-33674,38965,5291
180525,811044788,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,577184,-7215,329725,,,,,,-37451,,,359961,-252624,338832,,520709,29241,-41265,1532038,,,,,,,,5487,,,,,,,,,,,,-5487,,,,,,,1609159,,,,,-1609159,-82608,,-82608,534583,451975
180535,891101084,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,355605,,24835,,,,,,,,,24835,3505201,-3082082,-2751097,416862,2297063,,766387,,,,,,,,792312,,,,,,,,,,,,-792312,,,,,,36894,0,,,,,36894,10969,,10969,213274,224243
180536,860000486,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13255890,724216,28902,,,446188,-330415,-4515867,6130972,,,-9777948,,4241823,,-180,,-450428,7269157,,,56401663,55684283,,,,2050,,,,,,,,,,,,715330,,,,,,,,,5105486,,,-5105486,2879001,,2879001,1526485,4405486
180583,860065280,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,820398,434485,125194,,10618,,,,,-23113,,547184,-298907,-439435,-301859,-378428,-228136,-382471,-661654,,,,,,,,71651,,,,,,,,,,,,-71651,,,,,,,12925,,,,,-12925,-746230,,-746230,1241746,495516
180587,900975378,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,616507,,2960,,,,,,,,116484,119444,-6552005,-582628,-8028210,196571,-2487039,12686285,-4031075,,,,,,,,16608,,2200,,,,,,,,,,-18808,,,,,,,,,,,3654230,3654230,-395653,,-395653,1560345,1164692
180616,900784484,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,829650,34659,0,0,0,0,0,0,6880865,0,0,-6846206,0,43656,0,0,0,-40789,-6013689,5991931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5991931,0,0,0,0,0,0,0,0,0,0,0,0,-21758,0,-21758,127064,105306
180629,800206075,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,568098,282850,98523,0,0,0,0,0,0,-1234,0,380139,-458347,-618649,-655606,1024168,46057,0,285860,9022,0,0,0,0,0,0,111358,0,20266,0,0,0,0,0,0,0,0,0,-122602,0,0,0,0,0,0,19723,0,0,0,-122342,-142065,21193,0,21193,898518,919711
180635,860031796,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-3541068,-69821,629267,,703711,,,,,,,1263157,2140851,3862600,-310129,301261,-1989677,,1726995,,,,,,,,621668,,,,,,,,,,,58668,-563000,,,,,,,1281269,,,,,-1281269,-117274,,-117274,133068,15794
180665,860030478,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1748674,0,706481,0,0,0,0,0,0,0,0,706481,1295131,-25446,-4520,-1436305,0,2163657,4447672,0,0,0,0,0,0,0,274776,0,30470,0,0,0,0,0,0,0,0,0,-305246,0,0,0,0,0,6356506,6350000,0,2053707,0,-440642,-2487843,1654583,,1654583,3674883,5329466
180675,800168878,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2089065,,774,,,,,,,,,774,,-2371085,,20652,,-396,-260990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-260990,,-260990,305271,44281
180679,830136481,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,778421,,-6168,,,,,,,,-811443,-817611,-1536,-303797,,6560,,,-337963,,,,,,,146929,,,,,,,,,,,,190637,337566,,,,,,,,,,,,,-397,,-397,4269,3872
180708,860001978,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1344896,604634,656206,305978,,,,,,,67692,1634510,-1116072,-324928,,,1222426,-1646478,1114354,,,,500000,,,,457951,,,,,,,,,,,,-957951,,,,,,1590079,,,,,,1590079,1746482,,1746482,1825289,3571771
180740,900291294,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1511075,,154176,,,,,,,,,154176,-1565774,-907771,,793369,,-5304,-20229,,,,,,,10276,570197,,91679,,,,,,,,,-15220,-666820,,,,,,219755,,,,,,219755,-467294,,-467294,654607,187313
180743,900048578,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1101478,,21130,,,,,,,,,21130,-662322,-1086830,-551199,673542,584301,,80100,,,,40000,,,,43799,,5750,,,,,,,,,,-89549,,,,,,124039,,,,,,124039,114590,,114590,535828,650418
180747,830125479,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,656208,156726,576172,,,,,,,,-11794,721104,-354538,1628915,,1056594,5056,-234131,3479208,,1909924,,,,,26000,206501,,,,,,,,,,,-4190,-2094615,,,,,,,234070,,1133350,,-12767,-1380187,4406,,4406,326712,331118
180771,860045379,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5943016,4701932,4938985,0,0,0,0,0,0,0,0,9640917,-3171998,-2042688,0,-2420917,0,-8298986,-350656,0,0,0,0,0,0,0,1916322,11025,,0,0,0,0,0,0,0,0,0,-1905297,0,0,0,0,0,2303445,0,0,0,0,0,2303445,47492,0,47492,3295938,3343430
180772,900701581,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-30097438,0,4760829,0,0,0,0,0,0,0,-201971,4558858,0,-3024,0,7091436,0,2730081,-15720087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13397925,0,0,0,0,2325750,15723675,3588,0,3588,3778,7366
180776,860505983,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-17457192,0,3284352,0,0,0,0,0,0,0,,3284352,22722059,0,-3324822,0,-14821504,-8162554,-17759661,0,0,0,0,0,0,20333118,0,0,0,,0,0,0,0,0,0,0,-76979,20256139,,,,,,,,,3795161,,-637537,-4432698,-1936220,,-1936220,2292948,356728
180816,860038579,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,852824,,181716,143257,165107,,-15106,,,,18400,493374,-685308,395501,51211,-290628,165560,,982534,,,,,,,,66711,,20053,,,,,,,,,,-86764,,,,,,850247,,,,509509,,340738,1236508,,1236508,447098,1683606
180829,892001087,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,482807,183539,104232,,,,,,,,,287771,,62842,288816,-49550,-129742,,942944,,,,,,,,1150000,,,,,,,,,,,,-1150000,,,,,,337809,,,,,,337809,130753,,130753,2771,133524
180832,804001380,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-605220,,348001,,,,,,,,150984,498985,-11582641,-4194241,-2975122,1246239,2982017,2249717,-12380266,,,,,,,1434940,85312,,,,,,,,,,,-399261,950367,,,,,,10617980,,,,,,10617980,-811919,,-811919,910576,98657
180833,830042086,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,623825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15318,11946
180837,900018093,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,585376,539734,191537,0,0,0,0,-165003,46898,0,0,519370,90042,-1769,1552455,1895639,-1515106,-204945,2921062,0,0,0,0,0,0,0,3375860,0,0,0,0,0,0,0,0,0,0,0,-3375860,0,0,0,0,0,0,0,0,0,0,0,0,-454798,0,,1660624,1205826
180862,801001885,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6634672,,-27679,,,,,,,,,-27679,-15801835,-7714337,,-1644070,,-5637381,-24190630,,,,,,,,4847235,,,,,,,,,,,,-4847235,,,,,,21127555,,,,,9694470,30822025,1784160,,1784160,1354246,3138406
180867,800029899,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,459210,1053875,1839547,,,,,,,,-559275,2334147,8488439,39077576,,-36473858,,,13885514,,,,,,,377938,578418,,127323,,,,,,,455260,,,127457,,,,,,102722512,,,,3104971,-102326094,-2708553,11304418,,11304418,5637356,16941774
180873,900546289,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,642468,,,,,,,,,,,,,0,120680,,50470,-3762,809856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809856,,809856,235542,1045398
180899,800172188,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5918189,132545,83743,,,,,,,,,216288,,-891140,,-131925,-59207,,5052205,,,,,,,58000,,,,,,,,,,,,-5462392,-5404392,,,,,,,,,,,347978,347978,-4209,,-4209,54385,50176
180919,860048182,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4277837,726855,1203790,,,,,,,,,1930645,7429,483704,,212904,,,6912519,,,,,,,,754714,,,,,,,,,,1192,,-753522,,,,,,3615342,2089148,,3480000,1874228,,-3828034,2330963,,2330963,742311,3073274
180920,900734687,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-3899397,6102,49201,20963,,54132,-13176,,,,3220292,3337514,-895828,,-324016,,435560,,-1346167,,,,,,,,2286399,,776021,,,,,,,,,,-3062420,1051155,,,,,3088959,3789,,,,286275,4422600,14013,,14013,36319,50332
180946,900089682,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-6100,7077,,,,,-24634,,,,3260,-14297,,1165145,,-1219,,-138,1143391,,,,,,,,,,,,,,,,,,,-283590,-283590,,,,,,,,,,,,,859801,,859801,1035162,1896094
180951,892201182,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1483945,,,,,,,,,,,,,,,,,,1483945,,,,,,,,,,,,,,,,,,,-529912,-529912,,,,,,,,,,,,,954033,,954033,915992,1870025
180953,900089682,6/30/2019,50 NIIF Pymes - Separados,V,Periodo Actual,74727,-17324,,,,,2927,-22470,,,,-36867,,16904,,1306,,10509,66579,,,,,,,,,,,,,,,,,,,109221,109221,,,,,,,,,,,,,175800,,175800,880381,1035162
180993,900018895,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,206410,-101061,,,,,,-75412,,,,-176473,,,103464,,173719,,307120,,,,,,,,,,,,20000,,,,,,,-308986,-328986,,,,,,,,,,,,,-21866,,-21866,23196,1330
181002,800107494,6/30/2019,50 NIIF Pymes - Separados,V,Periodo Actual,116200937,14547,27190,,,1269,,,,,-40506205,-40463199,,,-46828584,,-1554964,,27354190,,,,,,,,31438,,,,,,,,,69539214,,,69507776,,,,,,,23433907,,72943272,,,-96377179,484787,,484787,538963,1023750
181021,900621580,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,47844,,6837,,,,,,,,,6837,-118468,-350000,,-96964,,,-510751,,,,,,,100805,,,,,,,,,,,,,100805,,,,,,,43237,,,,,-43237,-453183,,-453183,914328,461145
181024,800107494,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,104873028,22061,26441,,,,,,,,-38643299,-38594797,,,38846341,,319414,,105443986,,,,,,,,6554,,,,,,,,,,,,-6554,,,,,,,622994,,101522921,,,-102145915,3291517,,3291517,1023750,4315267
181038,860000794,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1127367,,926383,,114771,,,,,,1648131,2689285,982061,-132975,-554631,569332,711646,,5392085,,,,,,,,1088817,,,,,,,,,,,,-1088817,,,,,,1094239,,,,,-2125853,-1031614,3271654,,3271654,1808188,5079842
181039,802021580,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-119638,67818,438840,,,,,,,,,506658,,-2780845,,115966,,1797991,-479868,,,,,,,,104571,,11901,,,,,,,,,,-116472,,,,,,,,,,,604241,604241,7901,,7901,22882,30783
181053,800239481,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,914617,-481375,531768,,,,,,,,,50393,-3628138,-7414313,2684958,838352,4838924,579193,-1136014,,,,,,,,543686,,55631,,,,,,,,,1782389,1183072,,,6722685,,,1804941,,,,,6302193,1384449,1431507,,1431507,8636939,10068446
181061,860508791,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2435079,1193147,2584434,,4966,,,,320686,,-22016,3439845,469559,938474,,668783,544177,,8495917,,,,,,,,1925997,,1094268,,188292,,,,,,,-1150261,-4358818,,,,,,,3196128,,709349,,2142665,-1762812,2374287,,2374287,2562758,4937045
181070,900483080,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7612736,,27297,,,,,,,,-7469049,-7441752,,40376,-262527,893281,,-24211,817903,,,,,,,,,,,,,,,,,,,-4459604,-4459604,3686840,,,,,,30332,,,,,3656508,14807,,14807,49026,63833
181114,890401385,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-930025,,133384,,,,,,,,,133384,,425876,-1177609,-39451,3047734,-2224853,-764944,,689400,,,,250015,2600496,,,,,,,,,,,,,1661081,,,,,,,884082,,,,,-884082,12055,,12055,370812,382867
181119,890917780,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2660212,,856898,,685819,,,99344,,,-66974,1575087,-72279,-2557518,1346583,,,2206718,5158803,,,,100,,,,955145,368827,,,,,,,,,,184810,-401608,,,,,,,2485814,,2189777,,,-4675591,81604,,81604,728369,809973
181137,900878091,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,254622,72115,920,,,,,-127566,,,-84467,-138998,41684414,-756124,601,-438025,,212298,40818788,,,,,,,,,,,,,,,,,,,-23852830,-23852830,,,,,,,5892496,,,,-11300449,-17192945,-226987,,-226987,864141,637154
181138,860502290,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2912256,,23567,,,,,,,,-2983351,-2959784,,-8829424,-7703,1226439,-46381,,-7704597,,,,,,,12823047,52818,617149,6206518,,,,,,,,,,7180860,,,,,,549427,,,,,,549427,25690,,25690,265565,291255
181149,890929497,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4376143,,119137,216161,,,,,,,64591,399889,-3498693,-4042022,,4073640,,1746251,3055208,,,,,,,,361634,,,,,,,,,,,,-361634,,,,,,,1561945,,,,,-1561945,1131629,,1131629,2005543,3137172
181154,830051000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2534,36999,21420,0,0,0,0,0,0,0,,58419,179874,456729,-122501,-277347,-25044,-12456,260208,0,0,441070,490307,43348,0,0,99405,0,0,0,0,0,0,0,0,0,0,0,-105294,0,0,0,0,0,0,0,0,0,0,0,0,154914,0,154914,339145,494059
181169,901024791,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,471833,,,,,,,,,,,,,-699479,-74699,468849,,170617,337121,,,,,,,,,,,,,,,,,,,-323574,-323574,,,,,,,,,,,,,13547,,13547,442,13989
181175,901035578,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6300220,155314,,,,,,-5930606,,,,-5775292,,,-376397,,-3059,-220256,-74784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74784,,-74784,310575,235791
181181,900049280,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-21416,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,-21404,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,1322
181207,900127979,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3129666,100493,320,,,,,-3261147,,,,-3160334,,-338773,512,-660843,13917,,-1015855,,,,,,,,5840,,,,,,,,,,,,-5840,,,,,,489497,,,,,-23317,466180,-555515,,-555515,784893,229378
181258,900211183,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3177358,-13273,134668,2071,,,,,30202,155,,93419,89353,-2263361,-443254,-730110,,,-76595,,,,,,,,220027,,,,,,,,,,,,-220027,,,761375,,,2195965,1313533,,,,,121057,-175565,,-175565,1270169,1094604
181270,901084385,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5584437,,,,,,,,,,,,,-2207293,,-2846,,-1659185,1715113,,8071751,,,,,,221458,,,,,,,,,,,,-8293209,564002,,,5999999,,,,,,,,6564001,-14095,,-14095,52645,38550
181276,860034785,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,597286,872698,5669,,,,,,1170674,,,-292307,,1473600,,23178,-502,,1801255,,,64645,,,,,,,,,30557,,,,,,,,34088,,,,,,,,,,,,,1835343,,1835343,10460246,12295589
181279,860034786,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2354879,187471,63704,,,,,,1171872,,,-920697,,1453215,,-770412,-2436,,2114549,,250257,,,69208,,,,,,,,,,,,,,,-181049,,,,,,,,,,,,,1933500,,1933500,747303,2680803
181286,890916099,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,209335,-111395,,,,,,,,,,-111395,176484,69686,,-349905,38358,32711,65274,,,,,,,50334,149325,,,,,,,,,,,,-98991,,,,,,,,,,,3524,3524,-30193,,-30193,37561,7368
181287,900735881,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,259333,11759,,,,,,,,,,11759,,125253,,115765,,-4331,507779,,,,,,,,,,,,,,,,,,,-510660,-510660,,,,,,,,,,,,,-2881,,-2881,10742,7861
181294,800213678,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2013767,,215847,,,,,,,,,215847,-383948,-294307,,83260,-165365,121169,1590423,,,,,,,,186956,,,,,,,,,,,,-186956,,,,,,,740697,,,,,-740697,662770,,,42241,705011
181305,900161580,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,807787,,66152,,,,,,,,228775,294927,,-123241,-1167494,2722069,-276373,,2257675,,,10000,,,,,,2430,,,404199,,,,,,,-10923143,-11314912,,,,,,6526977,,,,,2283557,8810534,-246703,,-246703,1842767,1596064
181318,900785179,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1918554,,,,,,,,,,1841561,1841561,,,109434,3758,,,36199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36199,,,61575,97774
