Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,"Participación en las ganancias (pérdidas) de subsidiarias, asociadas y negocios conjuntos que se contabilicen utilizando el método de la participación","Ganancia (pérdida), antes de impuestos",Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida)
185308,800179336,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,34138367,19316287,14822080,335059,8995514,4306053,321661,,1533911,4110,243983,,1294038,543982,750056,0,750056
185322,900409146,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,96900,,96900,73558,,140528,704,,29226,,10975,,18251,,18251,,18251
185322,900409146,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,26621,,204250,1871264,,-2048893,,301643,,-2350536,109377,-2459913,,-2459913
185349,805014799,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,529623,,529623,4072749,,2320219,1553789,,728364,4895,584980,,148279,307032,-158753,,-158753
185349,805014799,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1032411,,1032411,7193588,,1581671,2122962,,4521366,283,720367,,3801282,-2163666,5964948,,5964948
185365,900022996,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,1161811,,632923,226,,528662,,273043,,368668,86913,281755,,281755
185365,900022996,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,1017538,,560891,44319,,412328,,284242,,163463,78976,84487,,84487
185374,860531897,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,21660275,18882504,2777771,1161473,2026819,1084312,40027,,788086,61201,253756,,953913,206458,747455,,747455
185374,860531897,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,18551955,16464262,2087693,655946,1642856,995191,27407,,78185,87014,120636,,328494,22974,305520,,305520
185444,890405083,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3046366,1281776,1764590,0,,1123505,101945,,539140,56289,282133,,313296,143630,169666,,169666
185444,890405083,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2685880,403841,2282039,1341960,,1853440,47350,,1723209,4690,28524,,1699375,130865,1568510,,1568510
185449,811033699,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,673484,,673484,1,,387506,104,,285875,349350,510948,,124277,51795,72482,,72482
185449,811033699,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,787425,,787425,122,,381051,9,,406487,13114,325463,,94138,82106,12032,,12032
185469,901138599,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3348386,1839368,1509018,0,,604180,3313,,901525,101456,22788,,7246236,198884,7047352,,7047352
185469,901138599,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2314561,762593,1551968,0,,59798,1668,,1490502,25139,3935,,5506234,423991,5082243,,5082243
185478,900088596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2729984,,2729984,3169,,5096457,269805,,-2633109,4048073,1664164,,-249200,1833419,-2082619,,-2082619
185478,900088596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,168367,,168367,162651,,444441,239593,,-353016,1041971,2969909,,-2280954,254815,-2535769,,-2535769
185508,890201798,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,27079092,15258429,11820663,2154868,8225665,7276140,2347945,239416,-3634803,106781,2268739,,-5796761,308593,-6105354,0,-6105354
185508,890201798,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,28092968,13327223,14765745,4180514,9011721,7350745,1531423,153223,1205593,235469,2244440,,-803378,193592,-996970,0,-996970
185553,900026196,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1997747,140269,1857478,7391,17583,887672,167389,0,792225,7881,627340,,172766,145275,27491,0,27491
185553,900026196,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2725573,1550382,1175191,16380,9666,644171,16006,0,521728,10877,473854,,58751,476287,-417536,0,-417536
185556,900330500,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5575787,,5575787,0,1073066,3599453,745628,,157640,,64776,,92864,76084,16780,,16780
185556,900330500,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4227968,1128772,3099196,0,,2517148,1123241,,-541193,1177086,,,635893,-400716,1036609,,1036609
185620,900142698,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2897058,547546,2349512,0,,1192179,,-1028406,128927,,,,128927,86897,42030,,42030
185620,900142698,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2850812,1067742,1783070,46045,,808363,,,1020752,,561812,,458940,252743,206197,,206197
185621,900428596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,250015,,250015,0,,665720,1770,,-417475,37742,334392,,-714125,5835,-719960,-20718370,-21438330
185621,900428596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,363323,,363323,0,,790380,33791,,-460848,565417,91184,,13385,65724,-52339,9988962,9936623
185630,900538000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2724289,2376596,347693,164,,44355,,,303502,,31728,,308403,10987,297416,,297416
185630,900538000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2302859,2057356,245503,7991,,29506,,,223988,,63704,,229335,96506,132829,,132829
185636,802023767,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,928250,799097,129153,0,,76259,,,52894,,51357,,1537,507,1030,,1030
185636,802023767,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1146913,1092616,54297,0,,21220,,,33077,,19135,,13942,,13942,,13942
185653,860041299,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,348228,0,534903,2596396,800000,-1983071,0,0,,-1983071,59878,-2042949,0,-2042949
185653,860041299,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,269365,0,305315,713036,,-748986,0,0,,-748986,95877,-844863,0,-844863
185655,900622996,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,11390,,208258,1686634,,-1883502,51452,355140,,-2187190,477823,-2665013,,-2665013
185655,900622996,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,200635,,1978435,31142,,-1808942,30945,4024590,,-5802587,-1298669,-4503918,,-4503918
185671,890913155,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7404138,6369500,1034638,34765,1062035,683083,57218,,-732933,161192,332678,,-906214,-126064,-780150,,-780150
185671,890913155,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6491548,4347220,2144328,47545,1080667,899808,35466,,175932,40711,179695,,35025,22745,12280,,12280
185683,900458900,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2716459,949286,1767173,129436,,578380,80510,,1237719,,473514,,764205,163094,601111,,601111
185683,900458900,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1440161,298652,1141509,77198,,606945,33786,,577976,,72350,,505626,201115,304511,,304511
185684,900707301,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8849790,6442932,2406858,7211,24873,1743041,212694,,433461,117812,421484,,129789,393831,-264042,,-264042
185684,900707301,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9737283,6696744,3040539,19187,24186,1728093,297559,,1009888,277995,344501,,943382,466059,477323,,477323
185691,900327596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31631,31125,506,0,,831,405878,,-406203,,,,-406203,1054,-407257,,-407257
185691,900327596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,,1939,60000,,-61939,,,,-61939,693,-62632,,-62632
185709,890900197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,46805649,28411930,18393719,5173685,9453410,3461589,5262221,,5390184,3574067,5686112,,3278139,36907,3241232,0,3241232
185709,890900197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,35928110,20777060,15151050,5843976,6375542,2777608,2005676,0,9836200,0,2254576,,7581624,28424,7553200,0,7553200
185899,830510787,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31683931,13288817,18395114,269673,13220608,3621325,124473,,1698381,622444,1133169,,1187656,361286,826370,,826370
185899,830510787,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,27733305,11448824,16284481,291792,10313170,2964291,218935,,3079877,458665,854670,,2683872,1016370,1667502,,1667502
185961,800166199,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,180797038,159562640,21234398,671395,,10594062,1570473,425469,10166727,1587611,8726002,,3028336,1020280,2008056,,2008056
185961,800166199,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,165901781,136198162,29703619,588328,,9210905,4174702,760405,17666745,4229065,9494420,,12401390,4059748,8341642,,8341642
186008,900365998,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5122425,4694817,427608,0,,157969,,,269639,,36214,,233425,77030,156395,,156395
186008,900365998,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1978144,1447963,530181,0,,149700,,,380481,,182347,,198134,65384,132750,,132750
186068,830093499,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,68800,,68800,286,,305645,75101,,-311660,1249904,1120399,,-182155,17250,-199405,,-199405
186068,830093499,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,81439,,81439,473,,323692,344002,,-585782,110365,247876,,-723293,63969,-787262,,-787262
186091,830080000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,30788872,25392314,5396558,0,1645172,2339330,21565,118894,1509385,0,3936,,1713178,-19528,1732706,,1732706
186091,830080000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16031605,15511261,520344,0,1442722,2246736,29634,-117358,-3316106,0,7855,,-3262887,54633,-3317520,,-3317520
186103,830035896,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14685984,8992086,5693898,307843,262225,2595195,13964,,3130357,245260,1787569,,1588048,50834,1537214,,1537214
186103,830035896,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,22451118,17827751,4623367,589449,299469,2301409,3143,,2608795,687980,1540539,,1756236,76460,1679776,,1679776
186104,900536270,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,22454145,16408565,6045580,204474,,3873812,429116,,1947126,37908,650648,,1334386,757561,576825,,576825
186104,900536270,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,27380006,19554924,7825082,180323,,3835481,930680,,3239244,10935,855142,,2395037,1549496,845541,,845541
186124,804004100,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,49092405,43023476,6068929,36648,,1737087,111260,790000,5047230,5476,1727417,,3325289,525350,2799939,,2799939
186124,804004100,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13943176,9267599,4675577,48166,,1415293,650873,0,2657577,66592,1090279,,1633890,325385,1308505,,1308505
186131,804017882,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,71887,66572,5315,16,,84071,34,,-78774,222,129961,,-208513,1209,-209722,,-209722
186131,804017882,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,53148,72079,-18931,924194,,35127,39,,870097,45058,140380,,774775,5359,769416,,769416
186187,900213491,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,,3282821,1000166,,-4282987,400,0,,-4282587,29694,-4312281,,-4312281
186187,900213491,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,132306,259427,-127121,130,,469295,497719,,-1094005,59999,,,-1034006,27584,-1061590,,-1061590
186210,860069497,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,259102937,219153673,39949264,3598769,21489573,7876558,2156892,,12025010,696658,7360501,,5361167,1966064,3395103,,3395103
186210,860069497,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,270599661,227779861,42819800,5496971,24292028,8863687,2019965,,13141091,389273,8616078,,4914286,1732718,3181568,,3181568
186265,900316210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,0,,1923,,,-1923,108,8,,-1823,3022,-4845,,-4845
186265,900316210,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,364687,,364687,0,,1710,,,362977,10,0,,362987,2962,360025,,360025
186321,830038805,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,50272166,28922186,21349980,1392364,14498744,5085673,,,3157927,,2751683,,406244,147173,259071,,259071
186321,830038805,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,46867693,27141257,19726436,636364,14789862,4905496,8299,,659143,,2397682,,-1738539,,-1738539,,-1738539
186344,900631515,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,146258,,,64033,,82225,,,,98704,194833,-96129,,-96129
186344,900631515,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,825475,,,,,825475,,,,940553,419418,521135,,521135
186355,890109062,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13733296,11517736,2215560,30318,977929,528254,140244,,599451,,468311,,131140,101120,30020,,30020
186355,890109062,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,12801811,10763512,2038299,105788,706447,481261,,,956379,,676644,,279735,151448,128287,,128287
186366,830098798,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,16020818,13288221,2732597,0,0,1388938,40792,,1302867,53315,272917,,1083265,561150,522115,0,522115
186366,830098798,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15157500,12473536,2683964,0,0,1435818,1483200,,-235054,1875881,283379,,1357448,486157,871291,0,871291
186395,900527588,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6966680,4949828,2016852,128946,1096429,577977,308211,,163181,,,,163181,118383,44798,,44798
186395,900527588,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6279623,4220318,2059305,86203,1017768,534160,413367,,180213,,,,180213,85547,94666,,94666
186414,860067775,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,197610,,197610,5516,,262419,2312,,-61605,,,,-61605,10403,-72008,,-72008
186414,860067775,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,58004,,58004,21185,,220780,1286,,-142877,,,,-142877,9018,-151895,,-151895
186464,802011160,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,95352,0,95352,2248664,8663,96586,12,,2238755,346,5618,,2233483,261907,1971576,0,1971576
186464,802011160,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,118764,0,118764,14416,12684,8414040,848,,-8294392,1883,5072,,-8297581,5342,-8302923,0,-8302923
186467,900484016,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,25459,,273951,105,,-248597,,,,-248597,29754,-278351,,-278351
186467,900484016,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,61675,,61675,40208,,569215,30037,,-497369,,,,-497369,,-497369,,-497369
186482,804017885,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,559648,,559648,1262726,,332595,84959,,1404820,64839,17118,,1452541,77997,1374544,,1374544
186482,804017885,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,519672,,519672,53295,,251736,105547,,215684,1771,11094,,206361,102680,103681,,103681
186492,900309655,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,206337,0,206337,8370,,387220,20102,,-192615,7,10754,,-203362,68348,-271710,,-271710
186492,900309655,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,65000,10,64990,7513,,771328,1886409,,-2585234,,9912,,-2595146,,-2595146,,-2595146
186503,860519967,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3637988,2966843,671145,52210,,1101816,34099,,-412560,,,,-412560,17723,-430283,,-430283
186503,860519967,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6297509,6041896,255613,306219,,1778820,55923,,-1272911,,,,-1272911,,-1272911,,-1272911
186522,830042394,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7021342,4568147,2453195,8254,492935,386311,146895,,1435308,462,138050,,1297720,799109,498611,,498611
186522,830042394,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6012464,4000476,2011988,85007,453070,359004,220892,,1064029,176,162288,,901917,264973,636944,,636944
186579,800130964,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1158073,282825,875248,418400,,417124,,,876524,,7719,,868805,207811,660994,,660994
186579,800130964,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,237557,35000,202557,56179,,152806,,,105930,,7508,,98422,31338,67084,,67084
186712,800054173,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1252389,,1252389,188166,466530,509325,165899,-137459,161342,,,,161342,,161342,,161342
186712,800054173,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1110344,,1110344,13365,473010,332668,113456,-158935,45640,,,,45640,,45640,,45640
186736,800114382,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,816403,,816403,7699,58288,592629,61301,,111884,,,,111884,40223,71661,,71661
186736,800114382,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,835406,,835406,15,65209,532871,96587,,140754,,,,140754,46449,94305,,94305
186751,901164422,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,2,0,11679,871,,-12548,,,,-12548,25328,-37876,,-37876
186751,901164422,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,0,11689,118,,-11807,,,,-11807,,-11807,,-11807
186762,900350740,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9934728,6810741,3123987,0,,1138285,1072549,,913153,0,117839,,795314,480340,314974,,314974
186762,900350740,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,12022639,9777921,2244718,2955,,1181129,278900,,787644,2650,15677,,774617,272974,501643,,501643
186826,800122811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,47681079,32652978,15028101,185574,2407772,4309155,114994,,8381754,893675,3641934,,5633495,2180223,3453272,,3453272
186826,800122811,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,42020763,28468280,13552483,121431,1581232,3681732,142435,,8268515,505747,3600091,,5174171,2938991,2235180,,2235180
186867,805023990,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10063,0,10063,0,0,9817,0,0,246,0,0,,246,2000,-1754,0,-1754
186867,805023990,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,20000,0,20000,0,150,66712,1097,,-47959,0,0,,-47959,0,-47959,0,-47959
186896,900241875,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4570226,907012,3663214,55,600,764127,1970198,,928344,,1000,,927344,306024,621320,,621320
186896,900241875,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1916241,354986,1561255,0,1006,353564,910899,,295786,,29871,,265915,90411,175504,,175504
187051,830037956,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1413876,,1413876,350,59996,227,6260,,1347743,,,,1347743,7391,1340352,,1340352
187051,830037956,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1449033,,1449033,52396,24939,0,5681,,1470809,,,,1470809,2957,1467852,,1467852
187138,800151054,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,32019943,26116786,5903157,3500,,1916297,188357,,3802003,2674,1413018,,2391659,867248,1524411,,1524411
187138,800151054,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,26377098,21212423,5164675,8015,3839,2281767,557069,,2330015,16170,824091,,1522094,831425,690669,,690669
187169,900140574,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1698593,1303364,395229,381553,,336065,31426,,409291,2317,27978,,383630,123931,259699,,259699
187169,900140574,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,859984,731808,128176,1062,2078,77569,5740,,43851,16561,5312,,55100,32804,22296,,22296
187192,830114866,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7438903,7310769,128134,4489,3232,946049,249583,,-1066241,,1490558,,-2556799,40055,-2596854,,-2596854
