Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente","Activos biológicos corrientes, al costo menos depreciación acumulada y deterioro de valor","Activos biológicos corrientes, al valor razonable",Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,"Propiedades, planta y equipo",Propiedades de inversión al costo menos depreciación acumulada y deterioro,Propiedades de inversión a valor razonable con cambios en resultados,Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones en subsidiarias,Inversiones en asociadas,Inversiones en negocios conjuntos,"Activos biológicos no corrientes, al costo menos depreciación acumulada y deterioro del valor","Activos biológicos no corrientes, al valor razonable",Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Préstamos corrientes,Parte corriente de préstamos no corrientes,Otros pasivos no financieros corrientes,Total pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Parte no corriente de préstamos no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
180455,800128984,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1565082,3753233,4341909,273519,0,0,5319,0,,,,9939062,3679304,,,,,,1253000,,,,10000,,24151,,,,,4966455,14905517,201841,0,201841,2526618,19321,427433,0,427433,1643123,,,4818336,0,0,0,0,281934,0,997344,997344,660712,1939990,6758326,2307124,0,1040000,0,0,0,1629087,5250980,8147191,14905517
180455,800128984,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,512816,1782366,3474304,0,0,0,0,0,,,,5769486,3870824,,,,,,1253000,10000,,,,,31816,,,,,5165640,10935126,123123,0,123123,633560,20426,160000,160000,0,511549,,0,1448658,0,0,0,0,194426,0,0,0,1308140,1502566,2951224,2307124,0,1040000,0,0,0,1617388,5099390,7983902,10935126
180469,890312379,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2292496,3167113,,,,,,,,,,5459609,8225713,,,,,,,,,,,,,,6294942,66148796,,80669451,86129060,7826,0,7826,2182,11712,11079,11079,0,0,,,32799,,,,1775461,62998,,,,36375,1874834,1907633,619000,13259334,0,0,51362063,49402,14885910,4045718,84221427,86129060
180469,890312379,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,474906,2885436,,,,,,,,,,3360342,7978620,,,,,,,,,,,,,,6519199,66391892,,80889711,84250053,6735,0,6735,176500,170877,0,0,0,0,,,354112,,,,3332729,71929,,,,636406,4041064,4395176,619000,13259334,0,0,51041231,49402,12778101,2107809,79854877,84250053
180471,900432290,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,5291,3800855,535844,312135,,,,1223048,,,,5877173,1718,0,,,,,,,,,,,,,,,,1718,5878891,,,,6093797,,,,,760598,,,6854395,,,,,,,,,109556,109556,6963951,500001,2815000,,,,,,-4400061,-1085060,5878891
180471,900432290,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,38965,4533840,2432887,318907,,,,,,,,7324599,4594,,,,,,,,,,,,,,,,,4594,7329193,,,,4875454,,1519211,1519211,,1308153,,,7702818,,,,,,,,,318412,318412,8021230,500001,2815000,,,,,,-4007038,-692037,7329193
180525,811044788,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,451975,869927,4261035,36166,,,16942,,,,,5636045,6154085,3052267,,,120743,,,,,,,,414,,119044,,,9446553,15082598,195224,,195224,4202621,210847,,,,8664,,,4617356,,,,,150383,,6027936,6027936,,6178319,10795675,997090,436901,,,,,60860,2792072,4286923,15082598
180525,811044788,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,534583,770305,4008411,474621,,,17933,,,,,5805853,9474448,,,,134629,,,,,,,,427,,156495,,,9765999,15571852,166057,,166057,3681870,205350,,,,14130,,,4067407,,,,,157611,,7637095,7637095,,7794706,11862113,997090,436901,,,,,60860,2214888,3709739,15571852
180535,891101084,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,224243,5182806,1564926,16624,,,,,,,,6988599,844571,5725465,,,,,247273,,,,8300623,,,,1236809,,,16354741,23343340,24034,,24034,703134,87492,36895,36895,,,,,851555,,,,0,,,6236815,,,6236815,7088370,70000,0,0,0,0,0,127654,16057316,16254970,23343340
180535,891101084,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,213274,2100724,5070127,11457,,,,,,,,7395582,308955,5493604,,,,,247273,,,,6564433,,,,227068,,,12841333,20236915,14461,,14461,286273,715499,0,,,,,,1016233,,,,209068,,,3112249,,,3321317,4337550,70000,0,0,0,0,0,127654,15701711,15899365,20236915
180536,860000486,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4405486,962195,,7405,,,107430614,9228,,,,112814928,46198,,46636673,,,,90795903,,,,,,,,40203782,,,177682556,290497484,80826,,80826,3223,549160,144270,144270,,476539,,,1254018,,,,,5354699,,50000000,50000000,,55354699,56608717,120727080,5,,,7053055,9748537,51836812,44523278,233888767,290497484
180536,860000486,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1526485,5204018,,0,,,107141189,9228,,,,113880920,73050,,46636673,,,,85438051,,,,,,,,35523793,,,167671567,281552487,69941,,69941,3403,457579,550483,550483,,615813,,,1697219,,,,,4630484,,50000000,50000000,,54630484,56327703,120727080,5,,,7053055,9748537,48446887,39249220,225224784,281552487
180583,860065280,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,495516,1194155,1734618,378,,,,62808,,,,3487475,2501056,,,,,,,,,,,,,,,,,2501056,5988531,183908,,183908,186872,316964,83798,12498,71300,401528,,,1173070,,,,,,,,,,,1173070,665000,,,,,,345475,3804986,4815461,5988531
180583,860065280,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1241746,1604480,1435711,12539,,,,65063,,,,4359539,2429405,,,,,,,,,,,,,,,29110,,2458515,6818054,243890,,243890,390682,630087,90580,25422,65158,,,,1355239,,226272,226272,,,,,,779957,1006229,2361468,665000,,,,,,345475,3446111,4456586,6818054
180587,900975378,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1164692,8610838,19495717,110900,,,,84413,,,,29466560,18369,,,,,,,,,,,,,,,183,,18552,29485112,71593,,71593,211606,237736,8764479,8744302,20177,7635378,,,16920792,,,,,,,,,12331846,12331846,29252638,18000,,,,,,,214474,232474,29485112
180587,900975378,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1560345,,12943712,7450,,,,4429373,,,,18940880,2705,,,,,,,,,,,,116483,,,,,119188,19060068,22191,,22191,15035,32813,5463549,5090072,373477,10122417,,,15656005,,,,,,,,,3788096,3788096,19444101,18000,,,,,,,-402033,-384033,19060068
180616,900784484,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,105306,2324482,0,0,0,0,0,0,,,,2429788,0,0,0,0,0,6880865,,,0,0,0,0,0,0,1362681,0,,8243546,10673334,0,0,0,0,14690,0,0,0,0,,0,14690,0,0,0,0,5382,0,0,0,0,5382,20072,90050,31445,0,0,0,0,45025,10486742,10653262,10673334
180616,900784484,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,127064,2368138,0,0,0,0,0,0,,,,2495202,0,0,0,0,0,5991931,0,0,0,0,0,0,0,0,1362681,0,,7354612,9849814,0,0,0,0,12902,0,0,0,13300,,0,26202,0,0,0,0,0,0,0,0,0,0,26202,90050,31445,0,0,0,0,45025,9657092,9823612,9849814
180629,800206075,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,919711,7600537,5247179,1661064,0,0,0,0,,,,15428491,324340,0,0,0,18542,27197,,,,0,0,0,148264,0,0,0,,518343,15946834,180777,97193,277970,7961250,647801,2631735,2631735,0,0,,0,11518756,0,0,0,101829,0,0,0,0,0,101829,11620585,1052140,1119962,0,,0,0,0,2154147,4326249,15946834
180629,800206075,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,898518,6891993,4788832,1095354,0,0,0,0,,,,13674697,305938,0,0,0,2609,36219,0,0,0,0,0,0,114750,0,0,0,,459516,14134213,184209,42759,226968,7032115,729694,2143389,2143389,0,0,,0,10132166,0,0,0,121552,0,0,0,0,0,121552,10253718,1052140,1119962,0,,0,0,172426,1535967,3880495,14134213
180635,860031796,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,15794,2429382,7689937,1455160,,,,,,,,11590273,17059875,,,,,,,,,,,,129809,,,,,17189684,28779957,,393361,393361,12700284,1740574,542053,542053,,2089477,,,17465749,,,,,1412079,,361810,361810,,1773889,19239638,7000000,,,,,3230451,286321,-976453,9540319,28779957
180635,860031796,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,133068,6995693,9830788,1145031,,,,,,,,18104580,17067474,,,,,,,,,,,,129809,,,58668,,17255951,35360531,,393361,393361,12399083,1803702,1700740,1700740,,3999171,,,20296057,,,,,1498695,,484392,484392,,1983087,22279144,7000000,,,,,3230451,286321,2564615,13081387,35360531
180665,860030478,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,5329466,1838673,26088250,0,0,0,1,847910,,,,34104300,45101016,0,0,0,0,,,,0,0,29360000,1358195,0,0,0,882876,,76702087,110806387,998212,986268,1984480,11997622,1635554,0,0,0,1425696,,0,17043352,0,0,0,0,12374072,0,0,0,0,12374072,29417424,4278622,24126,0,0,0,5381511,50287887,21416817,81388963,110806387
180665,860030478,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3674883,1813227,27388464,0,0,0,1,975782,,,,33852357,45378433,0,0,0,0,,,,0,0,28919358,1465043,0,0,0,713401,,76476235,110328592,1010822,999553,2010375,13427421,532774,0,0,0,975797,,0,16946367,0,0,0,0,11765872,0,0,0,0,11765872,28712239,4278622,24126,0,0,0,5381511,50280194,21651900,81616353,110328592
180675,800168878,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,44281,8512971,,600574,,,,,,,,9157826,0,,,,,,,1363500,,,,,117701,,,,,1481201,10639027,,,,56968,,,,,,,,56968,,,,,90538,,,,,90538,147506,20000,,,,,240534,,10230987,10491521,10639027
180675,800168878,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,305271,6084857,,657603,,,1363500,,,,,8411231,774,,,,,,,,,,,,117701,,,,,118475,8529706,,,,36316,396,,,,,,,36712,,,,,90538,,,,,90538,127250,20000,,,,,240534,,8141922,8402456,8529706
180679,830136481,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3872,,17400,44548,,,,,,,,65820,23947,,1677945,,,12359961,,,,,568540,,,,,,,14630393,14696213,,,,1045701,8197,50385,50385,,2500,,,1106783,,,,647564,996749,,,,,1644313,2751096,1639053,2318785,,,342496,,350406,7294377,11945117,14696213
180679,830136481,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,4269,,18936,64058,,,,,,,,87263,877798,,,,,11455514,,,,,210658,,,,,,,12543970,12631233,,,,916512,17749,68503,68503,,,,,1002764,,,,,706448,,847564,847564,,1554012,2556776,1538600,1916472,,,342496,,350406,5926483,10074457,12631233
180708,860001978,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3571771,6845099,6748964,365823,,,,,,,,17531657,14109197,,,,63909,,435762,,,,,,282660,,950000,200000,,16041528,33573185,306538,,306538,5169137,296288,4143102,4143102,,,,,9915065,1982112,,1982112,,2066068,,6117678,6117678,,10165858,20080923,6918343,,,,1,2725209,2141975,1706734,13492262,33573185
180708,860001978,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1825289,6249210,5755929,1262750,,,,,,,,15093178,14263936,,,,107366,,,,,,,,38547,,950000,78725,,15438574,30531752,377257,400797,778054,3509870,1498865,2048148,2048148,,,,,7834937,2004001,,2004001,,1828995,,6481948,6481948,,10314944,18149881,6918343,,,,1,2553934,2168487,741106,12381871,30531752
180740,900291294,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,187313,7650132,1805518,69242,,,,,,,,9712205,2038002,,,,91679,,,,,,,,4458,,40220,,,2174359,11886564,235320,,235320,2079589,421045,1763450,1763450,,65704,,,4565108,,,,,157013,,,,,157013,4722121,2000000,143650,,,,,435093,4585700,7164443,11886564
180740,900291294,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,654607,6742361,239744,136581,,,,,,,,7773293,1632257,,,,,,,,,,,,729,,25000,,,1657986,9431279,173791,,173791,1286220,712266,1543695,1543695,,15358,,,3731330,,,,,46581,,,,,46581,3777911,2000000,143650,,,,,269659,3240059,5653368,9431279
180743,900048578,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,650418,4592943,4254257,1318125,,,,193765,,,,11009508,1298848,,380000,,5750,,40000,,,,414295,,,,,,,2138893,13148401,,,,5297876,917489,0,,,865334,,,7080699,,,,493052,53779,,,,,546831,7627530,400000,,,,,,250000,4870871,5520871,13148401
180743,900048578,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,535828,3920408,3591935,805727,,,,154963,,,,9008861,1276179,,380000,,,,,,,,,,,,,,,1656179,10665040,,,,4993347,454890,0,,,727979,,,6176216,,,,,53779,,,,15652,69431,6245647,400000,,,,,,250000,3769393,4419393,10665040
180747,830125479,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,331118,2112100,2018769,0,0,0,0,0,,,,4461987,12296151,0,0,0,0,,2920000,,0,0,0,0,97045,0,0,0,,15313196,19775183,18162,0,18162,3886690,34196,691355,691355,,,,,4630403,0,0,0,,909492,0,0,0,0,909492,5539895,5000000,0,0,,0,0,857813,8377475,14235288,19775183
180747,830125479,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,326712,3741015,1664232,,,,,,,,,5731959,12680027,,,,,,1010076,,,,,,92855,,,,,13782958,19514917,13107,,13107,2830096,111602,925424,925424,,,,,3880229,,,,,922259,,,,,922259,4802488,5000000,,,,,,731885,8980544,14712429,19514917
180771,860045379,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3343430,45655183,15105717,5774341,,,,1257824,,,,71136495,3923561,,,,353333,,65000,,,,6041294,,979697,,,,,11362885,82499380,1263647,,1263647,18927505,0,30508850,28567120,1941730,0,,,50700002,,,,,506429,,5793036,5793036,,6299465,56999467,12364045,466346,,,,,1438740,11230782,25499913,82499380
180771,860045379,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3295938,43156753,11933719,4110953,,,636,255392,,,,62753391,6899359,,,,411223,,15000,,,,,6497037,674749,,,,,14497368,77250759,1120087,260000,1380087,21348422,0,31282609,29291633,1990976,593704,,,54604822,,,,,373208,,2715832,2715832,,3089040,57693862,12364045,466346,,,,,1161560,5564946,19556897,77250759
180772,900701581,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,7366,6915456,0,430794,0,0,20215,0,,,,7373831,54107204,0,0,48893468,0,6465688,,,0,0,62545228,0,10556258,0,0,13510,,182581356,189955187,0,0,0,66845214,70226,36492765,0,36492765,7469383,,0,110877588,0,0,0,9813272,0,0,75588409,75588409,35492456,120894137,231771725,1563328,42445117,0,0,0,0,0,-85824983,-41816538,189955187
180772,900701581,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3778,6877491,0,139428,0,0,597205,0,,,,7617902,56766548,0,0,50995409,0,6263262,0,0,0,0,60687206,0,10556258,0,0,30103,,185298786,192916688,0,0,0,7951180,481021,22265117,0,22265117,3036158,,0,33733476,0,0,0,57397156,0,0,76418132,76418132,37087024,170902312,204635788,1563328,42445117,0,0,0,0,0,-55727545,-11719100,192916688
180776,860505983,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,356728,74416897,51444640,6601601,,,22368364,,,,,155188230,35607647,265550,,,,,,,,,,,2868609,,59190,,,38800996,193989226,,,,60183906,3708443,9488332,9488332,,,,,73380681,,,,,,,32227503,,,32227503,105608184,3000000,,,,,,11541300,73839742,88381042,193989226
180776,860505983,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2292948,71054901,74082376,3914189,,,22121573,,,,,173465987,39377462,265550,,,,,,,,,,,2648551,,59190,,,42350753,215816740,,,,65793175,1524143,23658658,23658658,,,,,90975976,,,,,,,,,18976517,18976517,109952493,3000000,,,,,,11541300,91322947,105864247,215816740
180816,860038579,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1683606,3337625,7614518,0,,,,59864,,,,12695613,5276115,,,,17268,,,,,,,,18817,,,118440,,5430640,18126253,,,,4512537,108306,1275907,1275907,,,,,5896750,,,,,,,6070738,6070738,,6070738,11967488,500000,357595,,,,2746069,217474,2337627,6158765,18126253
180816,860038579,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,447098,3970558,7000143,57033,,,,83935,,,,11558767,5344411,,,,,,,,,,,,51247,,,118440,,5514098,17072865,,,,4700996,60022,1155702,1155702,,,,,5916720,,,,,,,5850205,5850205,,5850205,11766925,500000,357595,,,,2746069,152129,1550147,5305940,17072865
180829,892001087,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,133524,118520,6751584,,,,,,,,,7003628,799665,,7786431,,,4944491,2248249,,,,,,,,,,,15778836,22782464,27035,,27035,2195026,87945,3809539,3809539,,,,,6119545,,,,,203283,,2000000,2000000,,2203283,8322828,1290000,,,,35641,,393272,12740723,14459636,22782464
180829,892001087,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2771,181363,7040400,,,,,,,,,7224534,903897,,6636431,,,4944491,2248249,,,,,,,,,,,14733068,21957602,17407,,17407,2244577,43776,1805065,1805065,,,,,4110825,,,,,203283,,3666666,3666666,,3869949,7980774,1290000,,,,35641,,335835,12315352,13976828,21957602
180832,804001380,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,98657,6637384,36124250,2701384,0,0,6917163,610516,,,,53089354,5099005,0,9319701,0,156418,842443,,,0,0,0,0,406229,,,7572808,,23396604,76485958,403054,1151076,1554130,7055244,1005078,3995924,716740,3279184,6451054,,0,20061430,,,,956079,957669,,17332329,17332329,18350872,37596949,57658379,3500000,,,,,1283469,1626420,12417690,18827579,76485958
180832,804001380,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,910576,2443144,24541610,2370006,0,0,1129722,105642,,,,31500700,5981486,0,8984910,0,186547,993427,,,0,0,0,0,406229,,,10890000,,27442599,58943299,288328,1480059,1768387,3492796,2505852,8818428,7288301,1530127,3469037,,0,20054500,,,,3272288,885614,,1891846,1891846,14054747,20104495,40158995,3500000,,,,,634974,1413275,13236055,18784304,58943299
180833,830042086,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,11946,2403693,1544205,526753,,,,17405,,,,4504002,4680273,1001230,,,69957,,1100000,,,,,,,,,,,6851460,11355462,219158,,219158,1418944,28411,1008924,1008924,,680315,,,3355752,,,,692032,706432,,1729724,1729724,351084,3479272,6835024,1270000,,,,,1645690,197729,1407019,4520438,11355462
180833,830042086,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,15318,2624474,1568669,436321,,,,11673,,,,4656455,4612638,610000,,,78929,,1100000,,,,,,,,,,,6401567,11058022,198698,,198698,1610968,20495,1579722,1579722,,224421,,,3634304,,,,528498,706432,,1930771,1930771,361404,3527105,7161409,1270000,,,,,1645690,193021,787902,3896613,11058022
180837,900018093,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1205826,333737,1181069,0,0,48000,0,0,,,,2768632,6104124,17922150,0,0,0,,7853740,,0,497841,0,0,78082,0,2499,0,,32458436,35227068,42063,0,42063,1950541,134194,26706,26706,0,372510,,0,2526014,0,0,0,3727868,1604468,0,0,0,0,5332336,7858350,10500,3875263,0,0,0,3081502,146693,20254760,27368718,35227068
180837,900018093,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1660624,331968,1127541,0,0,31980,0,0,,,,3152113,6114911,14736899,0,0,0,,8259374,,0,512029,0,0,1195443,0,2499,0,,30821155,33973268,35930,0,35930,54902,269720,6573,6573,0,322510,,0,689635,0,0,0,3794781,2453668,0,0,0,0,6248449,6938084,10500,3875263,0,0,0,3081502,146693,19921226,27035184,33973268
180862,801001885,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3138406,20612902,45871687,1106942,,,,,,,,70729937,9618288,,5169948,,,,125000,,,,,,,,1015230,5486586,,21415052,92144989,233111,,233111,16722594,206082,4134405,4134405,,,,,21296192,,,,7181584,598356,,41042288,,,48822228,70118420,4500000,,,,,,2250000,15276569,22026569,92144989
180862,801001885,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1354246,12898565,30069852,812644,,,,,,,,45135307,14437845,,5169948,,,,125000,,,,,,,,1015230,43489,,20791512,65926819,132954,,132954,19498992,206227,6168474,6168474,,,,,26006647,,,,6049254,598356,,17880665,17880665,,24528275,50534922,3000000,,,,,,2052141,10339756,15391897,65926819
180867,800029899,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,16941774,34915644,6778647,3603183,,,69261,85583,,,,62394092,13369986,1117319,9020356,,6403187,,,,,,,,253714,,16483310,3950444,,50598316,112992408,630286,,630286,11903180,727533,11128044,11128044,,1998921,,,26387964,,,,19242231,2772585,,,,11701747,33716563,60104527,1840949,999051,,,,10432230,9195960,30419691,52887881,112992408
180867,800029899,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,5637356,75930420,15267086,1193486,,,429558,197781,,,,98655687,14441495,,,9020356,7670506,,,,,,,,,,19018434,30486,,50181277,148836964,827457,,827457,20678774,655877,2433736,2433736,,16492,,,24612336,,,,48641373,2602493,,,,20552091,71795957,96408293,1840949,999051,,,,10432230,9195960,29960481,52428671,148836964
180873,900546289,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1045398,4395307,,,,,,,,,,5440705,412250,,,,,,,,,,,,,,,,,412250,5852955,,,,137797,401417,,,,9074,,,548288,,,,,,,,,280000,280000,828288,1000000,,,,,,393938,3630729,5024667,5852955
180873,900546289,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,235542,4170054,296511,,,,,,,,,4702107,504497,,,,,,,,,,,,,,,,,504497,5206604,,,,44054,169871,,,,3101,,,217026,,,,,,,,,680000,680000,897026,1000000,,,,,,321317,2988261,4309578,5206604
180899,800172188,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,50176,3919764,,949965,,,797394,,,,,5717299,237599,,,,,,22559958,,,,,,,,,,,22797557,28514856,642289,,642289,609280,628062,,,,,,,1879631,,,,,1175031,,,,,1175031,3054662,2000000,,,,,,9270690,14189504,25460194,28514856
180899,800172188,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,54385,3028624,,680778,,,1145372,,,,,4909159,379342,,,,,,17361747,,,,,,,,,,,17741089,22650248,701496,,701496,741205,772569,,,,,,,2215270,,,,,655210,,,,,655210,2870480,2000000,,,,,,9508453,8271315,19779768,22650248
180919,860048182,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3073274,4003007,295572,1621461,0,0,29388834,0,,,,38382148,108782100,,,,,,,,,,,,2334442,,3480,,,111120022,149502170,449369,,449369,2507234,515641,20772240,20772240,,344518,,,24589002,,,,,17919367,,,,,17919367,42508369,1220790,3699188,,,,,27174035,74899788,106993801,149502170
180919,860048182,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,742311,2600338,303001,1107457,,,28791725,,,,,33544832,108738908,,0,,,,,,,,,,2475109,,3480,,,111217497,144762329,470017,,470017,2294330,452294,17156898,17156898,,335015,,,20708554,,,,,18060507,,,,,18060507,38769061,1220790,3699188,,,,,26938472,74134818,105993268,144762329
180920,900734687,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,50332,956320,895828,31291,,,,,,,,1933771,2605477,,,,758629,7316650,,,,,3257849,,,,,,,13938605,15872376,,,,1085157,90119,,,,80805,,,1256081,,,,3919295,9518,,,,,3928813,5184894,1496345,10467038,,,2842776,,4856,-4123533,10687482,15872376
180920,900734687,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,36319,168945,,10517,,,,,,,,215781,371848,,,,,10691209,,,,,2618999,,,,,,,13682056,13897837,,,,71508,21927,,,,,,,93435,,,,1172187,3415,,,,,1175602,1269037,1391230,9520999,,,1935851,,4856,-224136,12628800,13897837
180946,900089682,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1896094,38871,,4473,,,809095,,,,,2748533,,,,,,,3892526,,,,,,,,209087,,,4101613,6850146,,,,114,1428,,,,,,,1542,,,,,10793,,,,,10793,12335,2500,,,,,,61,6835250,6837811,6850146
180946,900089682,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1035162,1204016,,3342,,,512999,400,,,,2755919,,,,,,,3892526,,,,,,,,200219,,,4092745,6848664,,,,1333,835,,,,,,,2168,,,,,2585,,,,,2585,4753,2500,,,,,,61,6841350,6843911,6848664
180951,892201182,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1870025,12634922,3268504,0,0,0,8462619,0,,,,26236070,13326004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13326004,39562074,0,0,0,1218265,472819,2327171,2327171,0,0,,0,4018255,0,0,0,209034,0,0,9677427,9677427,0,9886461,13904716,2000000,0,0,0,0,10974999,330263,12352096,25657358,39562074
180951,892201182,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,915992,13461193,2366082,0,0,0,7684634,0,,,,24427901,12189031,0,0,0,562743,0,0,0,0,0,0,0,0,0,0,0,,12751774,37179675,0,0,0,2319880,0,1804110,1804110,0,0,,0,4123990,0,0,0,1297074,0,0,7585198,7585198,0,8882272,13006262,2000000,0,0,0,0,10974999,330263,10868151,24173413,37179675
180953,900089682,6/30/2019,50 NIIF Pymes - Separados,Periodo Actual,1035162,1204016,,3342,,,512999,400,,,,2755919,,,,,,,3892526,,,,,,,,200219,,,4092745,6848664,,,,1333,835,,,,,,,2168,,,,,2585,,,,,2585,4753,2500,,,,,,61,6841350,6843911,6848664
180953,900089682,6/30/2019,50 NIIF Pymes - Separados,Periodo Anterior,880381,1220919,,,,,611064,400,,,,2712764,,,,,,,3892526,,,,,,,,191833,,,4084359,6797123,,,,27,22218,,,,,,,22245,,,,,5694,,,,,5694,27939,2500,,,,,,61,6766623,6769184,6797123
